test_time,cycle,current,voltage                                                                                                                  
5514.331,1,0.74,3.843                                                                                                                            
5515.331,1,0.74,3.843                                                                                                                            
5516.331,1,0.74,3.843                                                                                                                            
5517.331,1,0.74,3.843                                                                                                                            
5518.331,1,0.74,3.843                                                                                                                            
5519.331,1,0.74,3.844                                                                                                                            
5520.331,1,0.74,3.844                                                                                                                            
5521.331,1,0.74,3.844                                                                                                                            
5522.331,1,0.74,3.844                                                                                                                            
5523.331,1,0.74,3.844                                                                                                                            
5524.331,1,0.74,3.844                                                                                                                            
5525.331,1,0.74,3.844                                                                                                                            
5526.331,1,0.74,3.844                                                                                                                            
5527.331,1,0.74,3.844                                                                                                                            
5528.331,1,0.74,3.845                                                                                                                            
5529.331,1,0.74,3.845                                                                                                                            
5530.331,1,0.74,3.845                                                                                                                            
5531.331,1,0.74,3.845                                                                                                                            
5532.331,1,0.74,3.845                                                                                                                            
5533.331,1,0.74,3.845                                                                                                                            
5534.331,1,0.74,3.845                                                                                                                            
5535.331,1,0.74,3.845                                                                                                                            
5536.331,1,0.74,3.845                                                                                                                            
5537.331,1,0.74,3.845                                                                                                                            
5538.331,1,0.74,3.846                                                                                                                            
5539.331,1,0.74,3.846                                                                                                                            
5540.331,1,0.74,3.846                                                                                                                            
5541.331,1,0.74,3.846                                                                                                                            
5542.331,1,0.74,3.846                                                                                                                            
5543.331,1,0.74,3.846                                                                                                                            
5544.331,1,0.74,3.846                                                                                                                            
5545.331,1,0.74,3.846                                                                                                                            
5546.331,1,0.74,3.846                                                                                                                            
5547.331,1,0.74,3.847                                                                                                                            
5548.331,1,0.74,3.847                                                                                                                            
5549.331,1,0.74,3.847                                                                                                                            
5550.331,1,0.74,3.847                                                                                                                            
5551.331,1,0.74,3.847                                                                                                                            
5552.331,1,0.74,3.847                                                                                                                            
5553.331,1,0.74,3.847                                                                                                                            
5554.331,1,0.74,3.847                                                                                                                            
5555.331,1,0.74,3.847                                                                                                                            
5556.331,1,0.74,3.847                                                                                                                            
5557.331,1,0.74,3.848                                                                                                                            
5558.331,1,0.74,3.847                                                                                                                            
5559.331,1,0.74,3.848                                                                                                                            
5560.331,1,0.74,3.848                                                                                                                            
5561.331,1,0.74,3.848                                                                                                                            
5562.331,1,0.74,3.848                                                                                                                            
5563.331,1,0.74,3.848                                                                                                                            
5564.331,1,0.74,3.849                                                                                                                            
5565.331,1,0.74,3.848                                                                                                                            
5566.331,1,0.74,3.849                                                                                                                            
5567.331,1,0.74,3.849                                                                                                                            
5568.331,1,0.74,3.849                                                                                                                            
5569.331,1,0.74,3.849                                                                                                                            
5570.331,1,0.74,3.849                                                                                                                            
5571.331,1,0.74,3.849                                                                                                                            
5572.331,1,0.74,3.849                                                                                                                            
5573.331,1,0.74,3.849                                                                                                                            
5574.331,1,0.74,3.85                                                                                                                             
5575.331,1,0.74,3.85                                                                                                                             
5576.331,1,0.74,3.85                                                                                                                             
5577.331,1,0.74,3.85                                                                                                                             
5578.331,1,0.74,3.85                                                                                                                             
5579.331,1,0.74,3.85                                                                                                                             
5580.331,1,0.74,3.85                                                                                                                             
5581.331,1,0.74,3.85                                                                                                                             
5582.331,1,0.74,3.85                                                                                                                             
5583.331,1,0.74,3.851                                                                                                                            
5584.331,1,0.74,3.851                                                                                                                            
5585.331,1,0.74,3.851                                                                                                                            
5586.331,1,0.74,3.851                                                                                                                            
5587.331,1,0.74,3.851                                                                                                                            
5588.331,1,0.74,3.851                                                                                                                            
5589.331,1,0.74,3.851                                                                                                                            
5590.331,1,0.74,3.851                                                                                                                            
5591.331,1,0.74,3.851                                                                                                                            
5592.331,1,0.74,3.852                                                                                                                            
5593.331,1,0.74,3.852                                                                                                                            
5594.331,1,0.74,3.852                                                                                                                            
5595.331,1,0.74,3.852                                                                                                                            
5596.331,1,0.74,3.852                                                                                                                            
5597.331,1,0.74,3.852                                                                                                                            
5598.331,1,0.74,3.852                                                                                                                            
5599.331,1,0.74,3.852                                                                                                                            
5600.331,1,0.74,3.853                                                                                                                            
5601.331,1,0.74,3.853                                                                                                                            
5602.331,1,0.74,3.853                                                                                                                            
5603.331,1,0.74,3.853                                                                                                                            
5604.331,1,0.74,3.853                                                                                                                            
5605.331,1,0.74,3.853                                                                                                                            
5606.331,1,0.74,3.853                                                                                                                            
5607.331,1,0.74,3.853                                                                                                                            
5608.331,1,0.74,3.853                                                                                                                            
5609.331,1,0.74,3.853                                                                                                                            
5610.331,1,0.74,3.854                                                                                                                            
5611.331,1,0.74,3.854                                                                                                                            
5612.331,1,0.74,3.854                                                                                                                            
5613.331,1,0.74,3.854                                                                                                                            
5614.331,1,0.74,3.854                                                                                                                            
5615.331,1,0.74,3.854                                                                                                                            
5616.331,1,0.74,3.854                                                                                                                            
5617.331,1,0.74,3.854                                                                                                                            
5618.331,1,0.74,3.855                                                                                                                            
5619.331,1,0.74,3.855                                                                                                                            
5620.331,1,0.74,3.855                                                                                                                            
5621.331,1,0.74,3.855                                                                                                                            
5622.331,1,0.74,3.856                                                                                                                            
5623.331,1,0.74,3.855                                                                                                                            
5624.331,1,0.74,3.856                                                                                                                            
5625.331,1,0.74,3.856                                                                                                                            
5626.331,1,0.74,3.856                                                                                                                            
5627.331,1,0.74,3.856                                                                                                                            
5628.331,1,0.74,3.856                                                                                                                            
5629.331,1,0.74,3.856                                                                                                                            
5630.331,1,0.74,3.856                                                                                                                            
5631.331,1,0.74,3.856                                                                                                                            
5632.331,1,0.74,3.857                                                                                                                            
5633.331,1,0.74,3.857                                                                                                                            
5634.331,1,0.74,3.857                                                                                                                            
5635.331,1,0.74,3.857                                                                                                                            
5636.331,1,0.74,3.857                                                                                                                            
5637.331,1,0.74,3.857                                                                                                                            
5638.331,1,0.74,3.857                                                                                                                            
5639.331,1,0.74,3.857                                                                                                                            
5640.331,1,0.74,3.858                                                                                                                            
5641.331,1,0.74,3.857                                                                                                                            
5642.331,1,0.74,3.858                                                                                                                            
5643.331,1,0.74,3.858                                                                                                                            
5644.331,1,0.74,3.858                                                                                                                            
5645.331,1,0.74,3.858                                                                                                                            
5646.331,1,0.74,3.858                                                                                                                            
5647.331,1,0.74,3.858                                                                                                                            
5648.331,1,0.74,3.859                                                                                                                            
5649.331,1,0.74,3.859                                                                                                                            
5650.331,1,0.74,3.859                                                                                                                            
5651.331,1,0.74,3.859                                                                                                                            
5652.331,1,0.74,3.859                                                                                                                            
5653.331,1,0.74,3.859                                                                                                                            
5654.331,1,0.74,3.859                                                                                                                            
5655.331,1,0.74,3.859                                                                                                                            
5656.331,1,0.74,3.86                                                                                                                             
5657.331,1,0.74,3.86                                                                                                                             
5658.331,1,0.74,3.86                                                                                                                             
5659.331,1,0.74,3.86                                                                                                                             
5660.331,1,0.74,3.86                                                                                                                             
5661.331,1,0.74,3.86                                                                                                                             
5662.331,1,0.74,3.86                                                                                                                             
5663.331,1,0.74,3.86                                                                                                                             
5664.331,1,0.74,3.86                                                                                                                             
5665.331,1,0.74,3.861                                                                                                                            
5666.331,1,0.74,3.861                                                                                                                            
5667.331,1,0.74,3.861                                                                                                                            
5668.331,1,0.74,3.861                                                                                                                            
5669.331,1,0.74,3.861                                                                                                                            
5670.331,1,0.74,3.861                                                                                                                            
5671.331,1,0.74,3.862                                                                                                                            
5672.331,1,0.74,3.861                                                                                                                            
5673.331,1,0.74,3.862                                                                                                                            
5674.331,1,0.74,3.862                                                                                                                            
5675.331,1,0.74,3.862                                                                                                                            
5676.331,1,0.74,3.862                                                                                                                            
5677.331,1,0.74,3.862                                                                                                                            
5678.331,1,0.74,3.862                                                                                                                            
5679.331,1,0.74,3.863                                                                                                                            
5680.331,1,0.74,3.863                                                                                                                            
5681.331,1,0.74,3.863                                                                                                                            
5682.331,1,0.74,3.863                                                                                                                            
5683.331,1,0.74,3.863                                                                                                                            
5684.331,1,0.74,3.863                                                                                                                            
5685.331,1,0.74,3.863                                                                                                                            
5686.331,1,0.74,3.863                                                                                                                            
5687.331,1,0.74,3.864                                                                                                                            
5688.331,1,0.74,3.864                                                                                                                            
5689.331,1,0.74,3.864                                                                                                                            
5690.331,1,0.74,3.864                                                                                                                            
5691.331,1,0.74,3.864                                                                                                                            
5692.331,1,0.74,3.864                                                                                                                            
5693.331,1,0.74,3.864                                                                                                                            
5694.331,1,0.74,3.865                                                                                                                            
5695.331,1,0.74,3.865                                                                                                                            
5696.331,1,0.74,3.865                                                                                                                            
5697.331,1,0.74,3.865                                                                                                                            
5698.331,1,0.74,3.865                                                                                                                            
5699.331,1,0.74,3.865                                                                                                                            
5700.331,1,0.74,3.865                                                                                                                            
5701.331,1,0.74,3.865                                                                                                                            
5702.331,1,0.74,3.866                                                                                                                            
5703.331,1,0.74,3.866                                                                                                                            
5704.331,1,0.74,3.866                                                                                                                            
5705.331,1,0.74,3.866                                                                                                                            
5706.331,1,0.74,3.866                                                                                                                            
5707.331,1,0.74,3.866                                                                                                                            
5708.331,1,0.74,3.866                                                                                                                            
5709.331,1,0.74,3.866                                                                                                                            
5710.331,1,0.74,3.867                                                                                                                            
5711.331,1,0.74,3.867                                                                                                                            
5712.331,1,0.74,3.867                                                                                                                            
5713.331,1,0.74,3.867                                                                                                                            
5714.331,1,0.74,3.867                                                                                                                            
5715.331,1,0.74,3.867                                                                                                                            
5716.331,1,0.74,3.868                                                                                                                            
5717.331,1,0.74,3.868                                                                                                                            
5718.331,1,0.74,3.868                                                                                                                            
5719.331,1,0.74,3.868                                                                                                                            
5720.331,1,0.74,3.868                                                                                                                            
5721.331,1,0.74,3.868                                                                                                                            
5722.331,1,0.74,3.868                                                                                                                            
5723.331,1,0.74,3.868                                                                                                                            
5724.331,1,0.74,3.869                                                                                                                            
5725.331,1,0.74,3.869                                                                                                                            
5726.331,1,0.74,3.869                                                                                                                            
5727.331,1,0.74,3.869                                                                                                                            
5728.331,1,0.74,3.869                                                                                                                            
5729.331,1,0.74,3.869                                                                                                                            
5730.331,1,0.74,3.869                                                                                                                            
5731.331,1,0.74,3.869                                                                                                                            
5732.331,1,0.74,3.87                                                                                                                             
5733.331,1,0.74,3.87                                                                                                                             
5734.331,1,0.74,3.87                                                                                                                             
5735.331,1,0.74,3.87                                                                                                                             
5736.331,1,0.74,3.87                                                                                                                             
5737.331,1,0.74,3.87                                                                                                                             
5738.331,1,0.74,3.871                                                                                                                            
5739.331,1,0.74,3.87                                                                                                                             
5740.331,1,0.74,3.871                                                                                                                            
5741.331,1,0.74,3.871                                                                                                                            
5742.331,1,0.74,3.871                                                                                                                            
5743.331,1,0.74,3.871                                                                                                                            
5744.331,1,0.74,3.871                                                                                                                            
5745.331,1,0.74,3.872                                                                                                                            
5746.331,1,0.74,3.872                                                                                                                            
5747.331,1,0.74,3.872                                                                                                                            
5748.331,1,0.74,3.872                                                                                                                            
5749.331,1,0.74,3.872                                                                                                                            
5750.331,1,0.74,3.872                                                                                                                            
5751.331,1,0.74,3.872                                                                                                                            
5752.331,1,0.74,3.873                                                                                                                            
5753.331,1,0.74,3.873                                                                                                                            
5754.331,1,0.74,3.873                                                                                                                            
5755.331,1,0.74,3.873                                                                                                                            
5756.331,1,0.74,3.873                                                                                                                            
5757.331,1,0.74,3.873                                                                                                                            
5758.331,1,0.74,3.873                                                                                                                            
5759.331,1,0.74,3.873                                                                                                                            
5760.331,1,0.74,3.874                                                                                                                            
5761.331,1,0.74,3.874                                                                                                                            
5762.331,1,0.74,3.874                                                                                                                            
5763.331,1,0.74,3.874                                                                                                                            
5764.331,1,0.74,3.874                                                                                                                            
5765.331,1,0.74,3.874                                                                                                                            
5766.331,1,0.74,3.874                                                                                                                            
5767.331,1,0.74,3.875                                                                                                                            
5768.331,1,0.74,3.875                                                                                                                            
5769.331,1,0.74,3.875                                                                                                                            
5770.331,1,0.74,3.875                                                                                                                            
5771.331,1,0.74,3.875                                                                                                                            
5772.331,1,0.74,3.875                                                                                                                            
5773.331,1,0.74,3.875                                                                                                                            
5774.331,1,0.74,3.876                                                                                                                            
5775.331,1,0.74,3.876                                                                                                                            
5776.331,1,0.74,3.876                                                                                                                            
5777.331,1,0.74,3.876                                                                                                                            
5778.331,1,0.74,3.876                                                                                                                            
5779.331,1,0.74,3.877                                                                                                                            
5780.331,1,0.74,3.877                                                                                                                            
5781.331,1,0.74,3.877                                                                                                                            
5782.331,1,0.74,3.877                                                                                                                            
5783.331,1,0.74,3.877                                                                                                                            
5784.331,1,0.74,3.877                                                                                                                            
5785.331,1,0.74,3.878                                                                                                                            
5786.331,1,0.74,3.878                                                                                                                            
5787.331,1,0.74,3.878                                                                                                                            
5788.331,1,0.74,3.878                                                                                                                            
5789.331,1,0.74,3.878                                                                                                                            
5790.331,1,0.74,3.878                                                                                                                            
5791.331,1,0.74,3.878                                                                                                                            
5792.331,1,0.74,3.878                                                                                                                            
5793.331,1,0.74,3.879                                                                                                                            
5794.331,1,0.74,3.879                                                                                                                            
5795.331,1,0.74,3.879                                                                                                                            
5796.331,1,0.74,3.879                                                                                                                            
5797.331,1,0.74,3.879                                                                                                                            
5798.331,1,0.74,3.879                                                                                                                            
5799.331,1,0.74,3.88                                                                                                                             
5800.331,1,0.74,3.88                                                                                                                             
5801.331,1,0.74,3.88                                                                                                                             
5802.331,1,0.74,3.88                                                                                                                             
5803.331,1,0.74,3.88                                                                                                                             
5804.331,1,0.74,3.88                                                                                                                             
5805.331,1,0.74,3.881                                                                                                                            
5806.331,1,0.74,3.881                                                                                                                            
5807.331,1,0.74,3.881                                                                                                                            
5808.331,1,0.74,3.881                                                                                                                            
5809.331,1,0.74,3.881                                                                                                                            
5810.331,1,0.74,3.881                                                                                                                            
5811.331,1,0.74,3.881                                                                                                                            
5812.331,1,0.74,3.881                                                                                                                            
5813.331,1,0.74,3.882                                                                                                                            
5814.331,1,0.74,3.882                                                                                                                            
5815.331,1,0.74,3.882                                                                                                                            
5816.331,1,0.74,3.882                                                                                                                            
5817.331,1,0.74,3.882                                                                                                                            
5818.331,1,0.74,3.882                                                                                                                            
5819.331,1,0.74,3.883                                                                                                                            
5820.331,1,0.74,3.882                                                                                                                            
5821.331,1,0.74,3.883                                                                                                                            
5822.331,1,0.74,3.883                                                                                                                            
